title,text,link,source
LIVE: Pakistan's death toll surpasses 4000 as Covid-19 cases soar to 197705,"Nationwide coronavirus tally to rise to almost 225000 by month-end, says Asad Umar.",The Express Tribune,https://www.news.google.com/./articles/CBMiZGh0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjUwNjMzL2xpdmUtcGFraXN0YW5zLWRlYXRoLXRvbGwtbmVhcnMtNDAwMC1jb3ZpZC0xOS10YWxseS1zb2Fycy0xOTU3NDXSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan: COVID-19 external update, 30 May - 15 June 2020 - Pakistan","English Situation Report on Pakistan about Contributions, Coordination, Children, Persons with Disabilities, Epidemic and more; published on 26 Jun 2020 by ...",ReliefWeb,https://www.news.google.com/./articles/CAIiEPFkLwwCsv1yVkiYKksHaocqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan reports highest daily COVID-19 cases,"KARACHI, Pakistan. Pakistan on Friday broke its previous record of the highest single-day rise ever, reporting 4,896 new coronavirus cases in the past 24 hours, ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tcmVwb3J0cy1oaWdoZXN0LWRhaWx5LWNvdmlkLTE5LWNhc2VzLzE4NjYyMzXSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan producing own ventilators as COVID-19 cases rise,Gov't minister says the first home-made ventilators will be delivered to the national disaster management agency soon.,Al Jazeera English,https://www.news.google.com/./articles/CAIiEIRGwAQiVHxIZWIEE7SdTVgqFAgEKgwIACoFCAowhgIwkDgw0O8B?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan's health system braces for COVID-19 peak,"KARACHI, Pakistan. With hospitals overwhelmed and a sharp rise in the number of deaths, Pakistan's delicate health system is bracing for an imminent peak of ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiXmh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW5zLWhlYWx0aC1zeXN0ZW0tYnJhY2VzLWZvci1jb3ZpZC0xOS1wZWFrLzE4NjczOTbSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Covid-19: US donates 100 ventilators to Pakistan,Pakistan News: ISLAMABAD: The United States has donated 100 ventilators worth $3 million to Pakistan to support its fight against Covid-19.,Times of India,https://www.news.google.com/./articles/CAIiEIESsIJiPX4dYGuO60Fe2mEqGQgEKhAIACoHCAowzrL9CjDC7vQCMOXc1gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan Says Its COVID-19 Cases Could Rise to 1.2 Million by End of July,"Officials in Pakistan have estimated that nationwide confirmed cases of COVID-19 infections could reach up to 1.2 million by the end of July, urging the nation to ...",Voice of America,https://www.news.google.com/./articles/CBMiaWh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2NvdmlkLTE5LXBhbmRlbWljL3Bha2lzdGFuLXNheXMtaXRzLWNvdmlkLTE5LWNhc2VzLWNvdWxkLXJpc2UtMTItbWlsbGlvbi1lbmQtanVsedIBbWh0dHBzOi8vd3d3LnZvYW5ld3MuY29tL2NvdmlkLTE5LXBhbmRlbWljL3Bha2lzdGFuLXNheXMtaXRzLWNvdmlkLTE5LWNhc2VzLWNvdWxkLXJpc2UtMTItbWlsbGlvbi1lbmQtanVseT9hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
"COVID-19 Deaths, Patients Grossly Under-Reported in Pakistan","When Saifullah Khan's friend and his father in Quetta got sick after going to a funeral in Chaman, a town bordering Afghanistan, he asked them to get tested for ...",VOA News,https://www.news.google.com/./articles/CAIiEMOsXyEQuPizBevPOkyy6AcqGAgEKg8IACoHCAowqc_1ATCe_xQwjqi1Bg?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan reports 4,471 new COVID-19 cases, 89 deaths","Eighty nine people died of COVID-19 in the last 24 hours, taking the number of the total deaths to 3590 in the country.",The Hindu,https://www.news.google.com/./articles/CBMicmh0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL2ludGVybmF0aW9uYWwvcGFraXN0YW4tcmVwb3J0cy00NDcxLW5ldy1jb3ZpZC0xOS1jYXNlcy04OS1kZWF0aHMvYXJ0aWNsZTMxODg2OTE4LmVjZdIBd2h0dHBzOi8vd3d3LnRoZWhpbmR1LmNvbS9uZXdzL2ludGVybmF0aW9uYWwvcGFraXN0YW4tcmVwb3J0cy00NDcxLW5ldy1jb3ZpZC0xOS1jYXNlcy04OS1kZWF0aHMvYXJ0aWNsZTMxODg2OTE4LmVjZS9hbXAv?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan identifies 20 hotspots for COVID-19,Authorities have identified 20 big cities as potential hotspots for virus - Anadolu Agency.,Anadolu Agency,https://www.news.google.com/./articles/CBMiWmh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4taWRlbnRpZmllcy0yMC1ob3RzcG90cy1mb3ItY292aWQtMTkvMTg3Nzc2MdIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan records new daily highest in COVID-19 deaths,"KARACHI, Pakistan. Pakistan on Tuesday reported the highest daily spike ever in deaths from the novel coronavirus, reporting 105 fatalities over the last 24 ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tcmVjb3Jkcy1uZXctZGFpbHktaGlnaGVzdC1pbi1jb3ZpZC0xOS1kZWF0aHMvMTg3MDQwMNIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 – Situation Report (as of 18 June 2020) - Pakistan,English Situation Report on Pakistan about Health and Epidemic; published on 18 Jun 2020 by OCHA.,ReliefWeb,https://www.news.google.com/./articles/CAIiEMbNCwjrAqX3j9--cnUDFa0qGQgEKhAIACoHCAow4OH9CjCg6_UCMMiouwY?hl=en-PK&gl=PK&ceid=PK%3Aen
Drop in Covid-19 patients’ inflow at hospitals,Planning Minister Asad Umar says he is happy with the positive situation but fears people may stop following SOPs.,DAWN.com,https://www.news.google.com/./articles/CBMiT2h0dHBzOi8vd3d3LmRhd24uY29tL25ld3MvMTU2NjA1OS9kcm9wLWluLWNvdmlkLTE5LXBhdGllbnRzLWluZmxvdy1hdC1ob3NwaXRhbHPSASVodHRwczovL3d3dy5kYXduLmNvbS9uZXdzL2FtcC8xNTY2MDU5?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan opposition leader tests positive for COVID-19,"ISLAMABAD, Pakistan. Pakistan's main opposition leader Shehbaz Sharif has contracted the novel coronavirus, his family and party confirmed on Thursday.",Anadolu Agency,https://www.news.google.com/./articles/CBMiZGh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tb3Bwb3NpdGlvbi1sZWFkZXItdGVzdHMtcG9zaXRpdmUtZm9yLWNvdmlkLTE5LzE4NzMwODjSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Coronavirus: Covid-19 cases surge in Pakistan, overwhelm hospitals","Pakistan News: The coronavirus is spreading in Pakistan at one of the fastest rates in the world, and overwhelmed hospitals are turning away patients. But the ...",Times of India,https://www.news.google.com/./articles/CAIiEHVOdwnL244Ey4XRh6JBouQqGQgEKhAIACoHCAowzrL9CjDC7vQCMK2y1gU?hl=en-PK&gl=PK&ceid=PK%3Aen
"‘Pakistan can prevent 25,000 deaths due to COVID-19 by October 1 by making wearing of masks mandatory","A reputed public health institute in the United States has claimed that based on their modelling and projections, Pakistan can avoid around 25,000 deaths due to ...",The News International,https://www.news.google.com/./articles/CBMijAFodHRwczovL3d3dy50aGVuZXdzLmNvbS5way9wcmludC82Nzg4MTEtcGFraXN0YW4tY2FuLXByZXZlbnQtMjUtMDAwLWRlYXRocy1kdWUtdG8tY292aWQtMTktYnktb2N0b2Jlci0xLWJ5LW1ha2luZy13ZWFyaW5nLW9mLW1hc2tzLW1hbmRhdG9yedIBigFodHRwczovL3d3dy50aGVuZXdzLmNvbS5way9hbXAvNjc4ODExLXBha2lzdGFuLWNhbi1wcmV2ZW50LTI1LTAwMC1kZWF0aHMtZHVlLXRvLWNvdmlkLTE5LWJ5LW9jdG9iZXItMS1ieS1tYWtpbmctd2VhcmluZy1vZi1tYXNrcy1tYW5kYXRvcnk?hl=en-PK&gl=PK&ceid=PK%3Aen
Covid-19: way out for Pakistan,"To have an effective system of contact tracing, we need valid epidemiological data of cases.",The Express Tribune,https://www.news.google.com/./articles/CBMiPGh0dHBzOi8vdHJpYnVuZS5jb20ucGsvc3RvcnkvMjI1MTA4OS82LWNvdmlkLTE5LXdheS1wYWtpc3RhbtIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan's confirmed COVID-19 cases soar to 195,745",Pakistan on Friday has confirmed 59 deaths in a single day by novel coronavirus as the number of positive cases has surged to 195745. The nationwide tally of ...,The Nation,https://www.news.google.com/./articles/CBMiVWh0dHBzOi8vbmF0aW9uLmNvbS5way8yNi1KdW4tMjAyMC9wYWtpc3Rhbi1zLWNvbmZpcm1lZC1jb3ZpZC0xOS1jYXNlcy1zb2FyLXRvLTE5NS03NDXSAWFodHRwczovL25hdGlvbi5jb20ucGsvMjYtSnVuLTIwMjAvcGFraXN0YW4tcy1jb25maXJtZWQtY292aWQtMTktY2FzZXMtc29hci10by0xOTUtNzQ1P3ZlcnNpb249YW1w?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: 7 more cricketers test positive for COVID-19,"KARACHI, Pakistan. Seven additional Pakistani cricketers tested positive for the coronavirus ahead of a forthcoming England tour, Pakistan Cricket Board (PCB) ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiY2h0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tNy1tb3JlLWNyaWNrZXRlcnMtdGVzdC1wb3NpdGl2ZS1mb3ItY292aWQtMTkvMTg4NzI0NdIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan Roiled By COVID-19 As Cases Surge And Health Care Lags : Goats and Soda,"Last week, Zain Tafneesh's family drove from hospital to hospital trying to find a bed for her 86-year-old grandfather. He had COVID-19 and was struggling to ...",NPR,https://www.news.google.com/./articles/CAIiEBetulCLMenM7UIFIEfNsrMqFggEKg4IACoGCAow9vBNMK3UCDCvpUk?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: Coronavirus cases fall for 5th straight day,"ISLAMABAD, Pakistan. New coronavirus cases in Pakistan continued to decline for a fifth consecutive day on Wednesday, official data showed. According to the ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiYmh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tY29yb25hdmlydXMtY2FzZXMtZmFsbC1mb3ItNXRoLXN0cmFpZ2h0LWRheS8xODg4MzM30gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan Covid-19 doctors witness black market deals in blood plasma,"Patients are looking for cure as healthcare system is on brink of collapse, say doctors.",The Guardian,https://www.news.google.com/./articles/CAIiEBn2EDPTOQ4irPL4zs4Q1mQqFwgEKg4IACoGCAowl6p7MN-zCTDZ4PsF?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 – Situation Report (as of 19 June 2020) - Pakistan,"English Situation Report on Pakistan about Health, Epidemic and Insect Infestation; published on 19 Jun 2020 by OCHA.",ReliefWeb,https://www.news.google.com/./articles/CAIiEHHMFvEVcoPST0I1jr0yP1cqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
LIVE: Pakistan's Covid-19 tally soars to 179634 as Sindh sees surge in infections,Pakistan to reopen Ghulam Khan border terminal for trade with Afghanistan from Monday.,The Express Tribune,https://www.news.google.com/./articles/CBMibWh0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjQ3MTI2LzEtbGl2ZS1wYWtpc3Rhbi1wYXJ0aWFsbHktb3Blbi1haXJzcGFjZS10b2RheS1jb3ZpZC0xOS10YWxseS1zb2Fycy0xNzY2MTfSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Covid-19 kills 52 Pakistan army soldiers stationed in POK, 827 cases active - Republic World",Over 52 soldiers of the Pakistan army deployed in the PoK and Gilgit Baltistan area have so far died because of Covid-19 and more than 800 are being treated.,Republic World,https://www.news.google.com/./articles/CAIiEHkllCTBJUsW4GgdAVtEvJ8qGQgEKhAIACoHCAowwZKRCzDO1KUDMLeR1gY?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 – Situation Report (As of 08 June 2020) - Pakistan,English Situation Report on Pakistan about Health and Epidemic; published on 08 Jun 2020 by OCHA.,ReliefWeb,https://www.news.google.com/./articles/CAIiEBH0OArhMp33n0qLp3NWcl0qGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
"LIVE: Pakistan sees another day with over 6,000 cases as Covid-19 tally hits 135,943",ISLAMABAD/KARACHI/LAHORE/PESHAWAR/QUETTA/MUZAFFARABAD: The novel coronavirus emerged in the central China city of Wuhan towards the end ...,The Express Tribune,https://www.news.google.com/./articles/CBMigAFodHRwczovL3RyaWJ1bmUuY29tLnBrL3N0b3J5LzIyNDE2NDgvMS1saXZlLXBha2lzdGFuLWNvbmR1Y3RzLWhpZ2hlc3QtbnVtYmVyLWNvdmlkLTE5LXRlc3RzLTI0LWhvdXItcGVyaW9kLXRhbGx5LXJlYWNoZXMtMTMyNDA1L9IBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan's confirmed COVID-19 cases surge to 217,809",Pakistan on Thursday has confirmed 78 deaths in a single day by novel coronavirus as the number of positive cases has surged to 217809. The nationwide tally ...,The Nation,https://www.news.google.com/./articles/CBMiVmh0dHBzOi8vbmF0aW9uLmNvbS5way8wMi1KdWwtMjAyMC9wYWtpc3Rhbi1zLWNvbmZpcm1lZC1jb3ZpZC0xOS1jYXNlcy1zdXJnZS10by0yMTctODA50gFiaHR0cHM6Ly9uYXRpb24uY29tLnBrLzAyLUp1bC0yMDIwL3Bha2lzdGFuLXMtY29uZmlybWVkLWNvdmlkLTE5LWNhc2VzLXN1cmdlLXRvLTIxNy04MDk_dmVyc2lvbj1hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan Use of Spy Technology for Coronavirus Patients Raises Concerns,"Pakistan has turned to its spy agency's terror surveillance technology to track coronavirus patients, which rights activists and medical professionals worry could ...",VOA News,https://www.news.google.com/./articles/CAIiEFaIteZ9kefBxDgkQZICWj4qGAgEKg8IACoHCAowqc_1ATCe_xQwg8a1Bg?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan records 153 new coronavirus deaths,"KARACHI, Pakistan. Pakistan on Saturday reported 153 new deaths due to the coronavirus, breaking its previous record of the highest single-day fatalities ever ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiWWh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tcmVjb3Jkcy0xNTMtbmV3LWNvcm9uYXZpcnVzLWRlYXRocy8xODgzODIz0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 – Situation Report (As of 09 June 2020) - Pakistan,"The number of confirmed COVID-19 cases in Pakistan has risen to 108,317 as of 09 June. Increase of 4,646 new cases and 105 deaths in the last 24 hours.",ReliefWeb,https://www.news.google.com/./articles/CAIiEGKDgstuKBu8JZg6qMkCcKAqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
LIVE: Sindh reports over 2000 cases as Covid-19 tally reaches 174711,"With highest number of single-day fatalities, Pakistan's death toll rises to 3438.",The Express Tribune,https://www.news.google.com/./articles/CBMicmh0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjQ2NTMxLzEtbGl2ZS1wYWtpc3Rhbi1wYXJ0aWFsbHktb3Blbi1haXJzcGFjZS10b21vcnJvdy1jb3ZpZC0xOS10YWxseS1yZWFjaGVzLTE3MTY2NtIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Nearly 100 Pakistani MPs infected by COVID-19,Federal Minister Chaudhry Fawad Hussain says large number of parliamentarians test positive - Anadolu Agency.,Anadolu Agency,https://www.news.google.com/./articles/CBMiW2h0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvbmVhcmx5LTEwMC1wYWtpc3RhbmktbXBzLWluZmVjdGVkLWJ5LWNvdmlkLTE5LzE4NzI2MzXSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
105-year-old man recovers from COVID-19 in Pakistan,"According to Pakistan's health ministry, the number of confirmed COVID-19 cases has increased to 221896 with 4551 deaths and 113623 recoveries.",The New Indian Express,https://www.news.google.com/./articles/CBMic2h0dHBzOi8vd3d3Lm5ld2luZGlhbmV4cHJlc3MuY29tL3dvcmxkLzIwMjAvanVsLzA0LzEwNS15ZWFyLW9sZC1tYW4tcmVjb3ZlcnMtZnJvbS1jb3ZpZC0xOS1pbi1wYWtpc3Rhbi0yMTY1MzE4Lmh0bWzSAXJodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS93b3JsZC8yMDIwL2p1bC8wNC8xMDUteWVhci1vbGQtbWFuLXJlY292ZXJzLWZyb20tY292aWQtMTktaW4tcGFraXN0YW4tMjE2NTMxOC5hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan's sports industry struggles to recover amid COVID-19,Country's sporting goods exports have plummeted from $1B to $700M - Anadolu Agency.,Anadolu Agency,https://www.news.google.com/./articles/CBMiamh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW5zLXNwb3J0cy1pbmR1c3RyeS1zdHJ1Z2dsZXMtdG8tcmVjb3Zlci1hbWlkLWNvdmlkLTE5LzE4OTA1MzbSAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan mulls using dexamethasone on COVID-19 patients,"ISLAMABAD. Pakistan will continue using dexamethasone to treat critical novel coronavirus patients, the country's top health official said on Wednesday as its ...",Anadolu Agency,https://www.news.google.com/./articles/CBMiZWh0dHBzOi8vd3d3LmFhLmNvbS50ci9lbi9hc2lhLXBhY2lmaWMvcGFraXN0YW4tbXVsbHMtdXNpbmctZGV4YW1ldGhhc29uZS1vbi1jb3ZpZC0xOS1wYXRpZW50cy8xODc5OTY30gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan Preparedness & Response Plan COVID-19 - Pakistan,"English Appeal on Pakistan about Health, Water Sanitation Hygiene and Epidemic; published on 24 Apr 2020 by Govt. Pakistan.",ReliefWeb,https://www.news.google.com/./articles/CAIiED4Ys37lcPEUTsw1rerTigcqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan’s Covid-19 timebomb set to explode,"PESHAWAR - When Pakistan reported its first Covid-19 case in mid-March, ruling Pakistan Tehrik-e-Insaf (PTI) leaders shrugged off the early warning as a.",Asia Times,https://www.news.google.com/./articles/CBMiSWh0dHBzOi8vYXNpYXRpbWVzLmNvbS8yMDIwLzA2L3Bha2lzdGFucy1jb3ZpZC0xOS10aW1lYm9tYi1zZXQtdG8tZXhwbG9kZS_SAUlodHRwczovL2FzaWF0aW1lcy5jb20vMjAyMC8wNi9wYWtpc3RhbnMtY292aWQtMTktdGltZWJvbWItc2V0LXRvLWV4cGxvZGUv?hl=en-PK&gl=PK&ceid=PK%3Aen
COVID-19 and Pakistan’s economy,"The coronavirus, codenamed COVID-19, was first traced and reported back on November 1, in the Wuhan city of China and has since wreaked havoc worldwide ...",The Nation,https://www.news.google.com/./articles/CBMiQWh0dHBzOi8vbmF0aW9uLmNvbS5way8yMi1KdW4tMjAyMC9jb3ZpZC0xOS1hbmQtcGFraXN0YW4tcy1lY29ub2150gFNaHR0cHM6Ly9uYXRpb24uY29tLnBrLzIyLUp1bi0yMDIwL2NvdmlkLTE5LWFuZC1wYWtpc3Rhbi1zLWVjb25vbXk_dmVyc2lvbj1hbXA?hl=en-PK&gl=PK&ceid=PK%3Aen
Pakistan: COVID-19 – Situation Report (As of 05 June 2020) - Pakistan,English Situation Report on Pakistan about Health and Epidemic; published on 05 Jun 2020 by OCHA.,ReliefWeb,https://www.news.google.com/./articles/CAIiENqDLy8n5oOTqrzLifeuk2YqGQgEKhAIACoHCAow4OH9CjCg6_UCMJ-42gU?hl=en-PK&gl=PK&ceid=PK%3Aen
Spike in Pakistan COVID-19 Infections Prompts WHO to Call for More Lockdowns,Scores of lawmakers and government officials in Pakistan have tested positive for the coronavirus over the last week as the national tally of infections surged ...,VOA News,https://www.news.google.com/./articles/CAIiEPsbbHjUIH4UztDuj1KKRIUqGAgEKg8IACoHCAowqc_1ATCe_xQwjqi1Bg?hl=en-PK&gl=PK&ceid=PK%3Aen
"Pakistan reports 3,387 new COVID-19 cases, 68 deaths in last 24 hours","Meanwhile, the Pakistan government said it would reopen four border checkpoints with Iran from Sunday to facilitate the movement of goods.",The New Indian Express,https://www.news.google.com/./articles/CBMigwFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS93b3JsZC8yMDIwL2p1bC8wNC9wYWtpc3Rhbi1yZXBvcnRzLTMzODctbmV3LWNvdmlkLTE5LWNhc2VzLTY4LWRlYXRocy1pbi1sYXN0LTI0LWhvdXJzLTIxNjUzMDkuaHRtbNIBggFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS93b3JsZC8yMDIwL2p1bC8wNC9wYWtpc3Rhbi1yZXBvcnRzLTMzODctbmV3LWNvdmlkLTE5LWNhc2VzLTY4LWRlYXRocy1pbi1sYXN0LTI0LWhvdXJzLTIxNjUzMDkuYW1w?hl=en-PK&gl=PK&ceid=PK%3Aen
Covid-19 claims 136 lives in 24 hours as new cases decrease on fifth consecutive day,ISLAMABAD: 136 patients lost their lives due to coronavirus in 24 hours while the National Command and Operation Centre (NCOC) said that there was a ...,Pakistan Today,https://www.news.google.com/./articles/CBMigQFodHRwczovL3d3dy5wYWtpc3RhbnRvZGF5LmNvbS5way8yMDIwLzA2LzE5L2NvdmlkLTE5LWNsYWltcy0xMzYtbGl2ZXMtaW4tMjQtaG91cnMtYXMtbmV3LWNhc2VzLWRlY3JlYXNlLW9uLWZpZnRoLWNvbnNlY3V0aXZlLWRheS_SAYUBaHR0cHM6Ly93d3cucGFraXN0YW50b2RheS5jb20ucGsvMjAyMC8wNi8xOS9jb3ZpZC0xOS1jbGFpbXMtMTM2LWxpdmVzLWluLTI0LWhvdXJzLWFzLW5ldy1jYXNlcy1kZWNyZWFzZS1vbi1maWZ0aC1jb25zZWN1dGl2ZS1kYXkvYW1wLw?hl=en-PK&gl=PK&ceid=PK%3Aen
In pictures: Pakistan battles increase in COVID-19 infections,Paksitan gets ready to deal with the rise of COVID-19 cases by end July.,Gulf News,https://www.news.google.com/./articles/CAIiEO0qReSyShl82L9OJjnOgOkqGAgEKg8IACoHCAowqbqfCTDvjG8wk6XFBg?hl=en-PK&gl=PK&ceid=PK%3Aen
Inside Pakistan's COVID-19 Contact Tracing – The Diplomat,Detective work is at the heart of efforts to fight the pandemic. Will it be enough?,The Diplomat,https://www.news.google.com/./articles/CBMiSmh0dHBzOi8vdGhlZGlwbG9tYXQuY29tLzIwMjAvMDcvaW5zaWRlLXBha2lzdGFucy1jb3ZpZC0xOS1jb250YWN0LXRyYWNpbmcv0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
Can Pakistan handle the double crisis of COVID-19 and a struggling economy?,"The Pakistani government recently announced a new budget aimed at guiding the country through the coronavirus pandemic and related economic crisis, as ...",Atlantic Council,https://www.news.google.com/./articles/CBMigQFodHRwczovL3d3dy5hdGxhbnRpY2NvdW5jaWwub3JnL2Jsb2dzL25ldy1hdGxhbnRpY2lzdC9jYW4tcGFraXN0YW4taGFuZGxlLXRoZS1kb3VibGUtY3Jpc2lzLW9mLWNvdmlkLTE5LWFuZC1hLXN0cnVnZ2xpbmctZWNvbm9teS_SAQA?hl=en-PK&gl=PK&ceid=PK%3Aen
"IRC Pakistan COVID-19 Country Update - June 18, 2020 - Pakistan","English Situation Report on Pakistan about Coordination, Food and Nutrition, Women, Epidemic and more; published on 18 Jun 2020 by IRC.",ReliefWeb,https://www.news.google.com/./articles/CAIiEKrJONGrBKyEkdLp-147oiEqGQgEKhAIACoHCAow4OH9CjCg6_UCMMiouwY?hl=en-PK&gl=PK&ceid=PK%3Aen
WHO calls for intermittent lockdowns in Pakistan as COVID-19 cases rise sharply,More than one in five people have tested positive for COVID-19 over the last two weeks.,The Hindu,https://www.news.google.com/./articles/CBMijwFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3doby1jYWxscy1mb3ItaW50ZXJtaXR0ZW50LWxvY2tkb3ducy1pbi1wYWtpc3Rhbi1hcy1jb3ZpZC0xOS1jYXNlcy1yaXNlLXNoYXJwbHkvYXJ0aWNsZTMxNzkyMzExLmVjZdIBlAFodHRwczovL3d3dy50aGVoaW5kdS5jb20vbmV3cy9pbnRlcm5hdGlvbmFsL3doby1jYWxscy1mb3ItaW50ZXJtaXR0ZW50LWxvY2tkb3ducy1pbi1wYWtpc3Rhbi1hcy1jb3ZpZC0xOS1jYXNlcy1yaXNlLXNoYXJwbHkvYXJ0aWNsZTMxNzkyMzExLmVjZS9hbXAv?hl=en-PK&gl=PK&ceid=PK%3Aen
LIVE: Sindh reports nearly 3000 cases in a day as nationwide Covid-19 tally jumps to 168790,Virus has claimed at least 3300 lives while around 61383 patients have recovered.,The Express Tribune,https://www.news.google.com/./articles/CBMifWh0dHA6Ly90cmlidW5lLmNvbS5way9zdG9yeS8yMjQ1Nzg2LzEtbGl2ZS1wYWtpc3Rhbi1yZXBvcnRzLWZpZnRoLWNvbnNlY3V0aXZlLWRheS1kZWNsaW5lLWNhc2VzLWNvdmlkLTE5LXRhbGx5LXJlYWNoZXMtMTY1MDYy0gEA?hl=en-PK&gl=PK&ceid=PK%3Aen
"India, Pakistan Record Big Jump In Coronavirus Cases","India and Pakistan have experienced their largest single-day increase in coronavirus infections, confirming more than 14,700 cases between them Friday, as the ...",NPR,https://www.news.google.com/./articles/CBMifmh0dHBzOi8vd3d3Lm5wci5vcmcvc2VjdGlvbnMvY29yb25hdmlydXMtbGl2ZS11cGRhdGVzLzIwMjAvMDYvMDUvODcwMTkzNzE4L2luZGlhLXBha2lzdGFuLXJlY29yZC1iaWctanVtcC1pbi1jb3JvbmF2aXJ1cy1jYXNlc9IBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
Women and girls must be at the center of Pakistan's COVID-19 recovery,"As it fights the coronavirus (COVID-19), Pakistan needs to develop economic and social policies that address the specific needs of women.",World Bank Group,https://www.news.google.com/./articles/CBMibGh0dHBzOi8vYmxvZ3Mud29ybGRiYW5rLm9yZy9lbmRwb3ZlcnR5aW5zb3V0aGFzaWEvd29tZW4tYW5kLWdpcmxzLW11c3QtYmUtY2VudGVyLXBha2lzdGFucy1jb3ZpZC0xOS1yZWNvdmVyedIBAA?hl=en-PK&gl=PK&ceid=PK%3Aen
